"id","query","product_title","product_description","median_relevance","relevance_variance"
908,"face cream","Laneige BB Cushion - Medium -.5 oz","The revolutionary 5-in-1 BB in a convenient compact. Go beyond your regular BB cream. Broad-spectrum SPF 50 blocks harmful UVA/UVB rays, while skin perfecting Optimal Mineral Water cools and hydrates upon application. Prevent shine and brighten skin by visibly reducing dark spots. Patented air cushion distributes just the right amount of BB cream. Apply whenever and wherever you want, with no buildup or bother. All day flawless skin is just 1 step away with BB Cushion.",2,0.471
913,"nike womens","Nike Women's Minx Rectangle New Green Sunglasses","",4,0.471
915,"dc shoes black","Lilliput 569H001 5 inch On-Camera HD LCD Field Monitor With HDMI Component In Video Out, Shoe Mount, Du21 Battery And","HDMI YPbPr Input, to connect with Full HD Video Camera, High BrightnessContrast Dizzy-proof monitor with sun shade, to see clearly under sunshine- Shooting view aperture, RGB monochromatic display, DC 6-24V wide range voltage, 4 user-definable function buttons F1, F2, F3 F4, High capacity rechargeable Li-ion battery, make power cables free- Features- Screen size (diagonal) - 5 in- Aspect ratio - 16ɍ- Resolution (pixels) - 800x480 (native), 1920x1080 (maximum)- Pixel pitch (mm) -0- 135x0- 135- Scan frequency (Hz) - 60 to 72- Response time (ms) - 6- Viewing angle (degrees) - 150 and ordm x, 130 and ordm y- Brightness (cd/m and sup2) - 400- Contrast ratio - 600Ʌ- LCD backlight - LED- Screen rotation - Flip x, flip y- Video inputs - HDMI, component, composite- Video outputs - HDMI- Touch screen inputs - None- Input power source - DC 6 - 24V- Operating temperature - 20 and ordmC to 60 and ordmC- Mount type - 0- 25 In- BSW thread, shoe mount SKU: LPUT001",1,0
916,"nike flip flops","Women's Letty Flip Flop Sandals","",3,0.471
923,"routers","Netgear RangeMax WNR1000 Wireless Router - 1 x 10/100Base-TX WAN, 4 x 10/100Base-TX LAN - IEEE 802.11n (draft) - 150Mbps","Netgear RangeMax WNR1000 Wireless Router - 1 x 10/100Base-TX WAN, 4 x 10/100Base-TX LAN - IEEE 802.11n (draft) - 150Mbps",4,0.471
924,"levis 505","Signature by Levi Strauss & Co. Men's Bootcut Jeans","These Signature by Levi Strauss & Co. men's bootcut jeans are a great essential for every man's wardrobe. They feature 5 pocket styling and a classic bootcut leg. Pair them with a tee, button down, or sweater and boots and wear them year round. Pick from assorted colors.",3,0.471
925,"steel necklace","ELYA Stainless Steel Clover Heart Charm Station Necklace","Finish: Polished
Material: Stainless Steel
Decorative Accents: Heart
Closure Style: Lobster Claw Clasp
Chain Style: Link
Care and Cleaning: Wipe Clean
Chain Dimensions: 30.0 "" L x 2.0 mm. W
Accent/Pendant Dimensions: 9.0 mm. H x 9.0 mm. W
Weight: 6.0 g.
Manufacturer Suggested Age: 15 Years and Up
Choking Hazard: no_warning_applicable",4,0.471
928,"wreck it ralph","FUNKO POP DISNEY WRECK IT RALPH VALUE BUNDLE OF 3","This Wreck-It Ralph Disney Pop! Vinyl Figure takes the title character from Disney Pixar's hit Wreck-It Ralph movie and gives him the Pop! Vinyl figure treatment. Measuring 3-3/4-inches tall, Wreck-It Ralph is perfect for displaying at your home or office! FUNKO Pop! Disney Wreck-It Ralph Vinyl",3,0.471
930,"bike lock","M-Wave Digit Shackle Lock","This bike lock is a good buy! Easy and fast to put on! We live in a very busy, populated area and we leave bike out in full view in public places with this bike lock on. Good deal!",4,0
932,"duffle bag","Asics 2014 Edge Medium Duffle Bag - ZR1942","With plenty of space-efficient storage, durability, and color options, the ASICS Edge Medium Duffle bag is an easy and versatile choice for travel, sport, and anything in between.
Wet shoe pocket with mesh panel
Luggage Pull strap
2 Side Zippered Pockets
Front outside zippered pocket
Padded shoulder strap for carrying",4,0
935,"tv","Samsung UN40H5500 40 inch Smart Full HD 1080p 60Hz LED TV HDTV with WiFi""","",4,0
944,"plantronics corded headset","Plantronics S12 - headset - with amplifier","For the small office and home office, the S12 is stylishly designed for easy use with a choice of headset wearing styles. The headset can be worn over the head for stability or over the ear for convenience. The headset also features Firefly, the in-use indicator light that lets others know you're on the phone.
Improve your productivity - filing, using e-mail, taking notes while on the phone. Keep your hands free to multitask. Noise-Canceling Microphone delivers crystal clear voice quality and eliminates annoying background noise. Enjoy the whole conversation. No more unintended interruptions, thanks to the unique boom-mounted flashing red light that lets others know you're on the phone.",3,0.471
947,"bike for children","Wooden Balance Bike","ITEM#: 15487622
Say goodbye to training wheels! Balance bikes are a great way to teach children the fundamentals of riding a bicycle as they are intuitive with a child's own feet acting as training wheels. As they coast along they learn balance, steering and most of all confidence. Graduating to a two-wheeler is a breeze. 

Brand: Classic Toy
Model: 2377
Materials: Wood, plastic
Color: Natural
Dimensions: 33 inches long x 16 inches wide x 23 inches high
Weight: 9 pounds
Set includes: One (1) handle, two (2) panels, one (1) front panel, one (1) bag basket, one (1) bosun's chair, two (2 )wheels, one (1) flagstaff",3,1.095
949,"bike for children","Honey Stinger Kids Organic Stinger Waffles Multipack - Box of 6","Honey Stinger Organic Waffles make a great tasting snack. For years, similar waffles have been sold on street corners throughout Europe and eaten by professional cyclists, so we decided to create our own by sandwiching honey between two thin waffle wafers. Honey Stinger Organic Waffles are the only product of their kind that's certified organic and available in a single-serving wrapper.",1,0
951,"shaver panasonic","Panasonic Travel Shaver","The Panasonic Travel Shaver is ultra thin, being only 1/2"" thick. This makes packing and traveling easy and simple. It slips right into your pocket so you can always have it when you need it. It comes with a cleaning brush to clean the shaver for your convenience. The Panasonic shaver also comes with a storage pouch to make traveling easy and simple.",4,0.471
954,"golf clubs","Golf Clubs Lapel Pin for Men","Golf Clubs Lapel Pin for Men

Whether you're trying to add a bit of class or your own whimsical touch to an outfit, a great lapel pin can show off your personal style.

This 7/8"" x 5/8"" Golf Club lapel pin are perfect for the golf lover in your life! This lapel pin is constructed of plated base metal and enamel and is finished with a clutch back closure. 

Perfect for gift giving, your lapel pin will come packaged on a quality presentation board. 

Materials: Rhodium Plated Base Metal, Enamel 

Dimensions: 2""L x 2""W x 1""H; 
Weight: 0.8 lbs",3,0.471
957,"kitchen faucet","VIGO VG02006STK1 Stainless Steel Pull-Down Spray Kitchen Faucet Deck Plate","Includes all mounting hardware and hot-cold water lines. A spiral pull-down spray head for powerful spray and separate spout for aerated flow. Spray face that resists mineral buildup and is easy-to-clean. Finishes resist corrosion and tarnish ing, exceeding industry durability standards. High-quality ceramic disc cartridge ensures maintenance-free use. 360-degree swivel spout. Retractable spout expandable up to 20 in.. Single hole installation. Single lever water and temperature control. Water pressure tested for industry standard.",4,0
958,"batman","Marmol & Son Batman Men's 3.4-ounce Eau de Toilette Spray","ITEM#: 12714113
Inspire the hero in your life with the bold fragrance of this spray cologne. Bravely covert, this scent helps defeat unappealing body odor and enhances his natural masculinity. Batman 3.4 oz Eau De Toilette Spray for Men 
We cannot accept returns on this product.",3,0.943
963,"k cups","Eight O'Clock Dark Italian Roast K-Cups Coffee, 18 count","Eight O'Clock Dark Italian Roasted Coffee Cups, 18 count, offer quick and convenient coffee-making when used with the Keurig K-Cup Brewing System. These Eight O'Clock Coffee K-Cups contain a 100 percent Arabica coffee blend. This European dark coffee features a full-bodied flavor balanced with chocolate overtones. Eight O'Clock K-Cups are made with the finest selected beans that are roasted, ground and measured to exacting specifications. The Keurig K-Cup Brewing System is designed to offer a highly optimized brewing environment that is easy to use with these Eight O'Clock Coffee K-Cups.",4,0
965,"fuji bike shirt","Dickies Men's Short Sleeve Twill Work Shirt","This Dickies Men's Short Sleeve Twill Work Shirt is a wonderful choice for any man's basic wardrobe. This shirt can be worn to work and for play. This short sleeve work shirt is conveniently wrinkle-resistant and features two chest pockets, where you can store pens and other items.",1,0.471
966,"ps3 wireless controller","Sony PlayStation Move navigation controller - Move navigation controller - wireless","Get ready to unlock immersive gameplay experiences with the PlayStation Move Navigation Controller. Pair the controller wirelessly with the Motion Controller to start enjoying advanced in-game character navigation. This sleek controller adds an analog stick, DUALSHOCK 3 directional and action buttons and the PS button to the PlayStation Move 's control scheme. Are you ready to take your game to the next level? With PlayStation Move, your every move translates into the game with absolute precision - so whether you're spiking a volleyball, defending yourself in a gladiator duel or drawing a bow and firing an arrow, you will feel like you're actually in the game. The PlayStation Move Navigation Controller pairs with the Motion Controller to deliver advanced character movement. An analog stick, directional buttons, L1, L2 and L3 as well as X and circle action buttons add in-depth control to the PlayStation Move 's control scheme. The Navigation Controller connects to your Motion Controller wirelessly, allowing you to jump right into the action without any wires tangling you up. PlayStation Move 's easy-to-use controls make it accessible and fun for everyone, allowing you to immerse yourself in the action and get moving.",4,1.414
970,"acoustic guitar clamp","Quick Change Clamp Key Capo For Acoustic / Electric / Classic Guitar Black","",4,0
973,"hair accessories","Fekkai Brilliant Glossing Hair Care Kit, 3 pc","Infused with olive oil and scented by a fresh floral garden fragrance, it's designed to bathe hair in reflective radiance. Salon perfected and life tested, it makes sure hair's luster outshines everything around it. Brilliant Glossing Shampoo: shines and smoothes. Brilliant Glossing Conditioner: gentle detangling, vivid gloss. Brilliant Glossing Styling Creme: sleeks and shines. There's nothing more brilliant than the sight of sunlight striking hair.",2,0.471
977,"vanity fair bras","Vanity Fair (S) (Widescreen) (Focus Features Spotlight Series)","William Makepeace Thackeray's witty assessment of the British class system, as seen through the experiences of one young woman, is brought to the screen with some serious star power in this period comedy drama. Becky Sharp (Reese Witherspoon) is a bright and ambitious girl born to a poor British family. Becky is determined to make something of herself however she can, and after accepting a job as a nanny for the children of the powerful and aristocratic Sir Pitt Crawley (Bob Hoskins), she wastes no time ingratiating herself with the family. Pretty Becky catches the eye of Crawley's handsome and eligible son Rawdon (James Purefoy), and becomes chummy with sharp-tongued Aunt Matilda (Eileen Atkins). Between the two of them, Becky is introduced to London's most exclusive social circle, where she becomes re-acquainted with Amelia Sedley (Romola Garai), a former school chum who is amused by Becky's efforts to scale the ladder of social influence. Becky weds Rawdon, but following initial happiness, the social and economic stability she dreamed of begins to collapse when he begins drowning his troubles in gambling and drink, and soon she turns to the powerful Marquess of Steyne (Gabriel Byrne) for support. Meanwhile, Amelia's fortunes fall even harder following the death of her husband. Vanity Fair was directed by Mira Nair, who enjoyed a surprise international success with 2002's Monsoon Wedding. ~ Mark Deming, Rovi",2,0.471
979,"rachel ray cookware","Rachael Ray Hard-anodized II Nonstick Orange 12-piece Set","The Rachael Ray Hard-Anodized II Cookware Collection is the perfect combination of durability and style. This 12-piece cookware set with bakeware fits the bill with all essential pieces to make memorable meals every day.",4,0.943
989,"car jump starter","Viatek MJ01B Mighty Jump Vehicle Emergency Jump Starter","When your car battery dies, you no longer need another car to get a jump start. Simply plug the rechargeable Glove Box Car Jump Starter into the 12V dashboard outlet (cigarette lighter). It transfers power to your car battery through your vehicle’s internal wiring. It takes only 10 minutes to charge a dead car battery, and it's small enough to store in a glove box. To recharge this device, simply flip a switch and leave it plugged in for 45 minutes once the car is running.",4,0
993,"wii gamepad","Insten 2 Black Gamepad Controller Rubber Gel Case+AV Composite Cable For Nintendo Wii U","",4,0.471
997,"mens leather shirt","George - Men's Short-Sleeve Oxford Shirt","Add the basic George - Men's Short-Sleeve Oxford Shirt to your closet's collection. This short sleeved oxford shirts design features a button down collar, one chest pocket, a back yoke, a box pleat, and a locker loop. It's made out of a cotton blend, which makes it comfortable to wear and easy to move in. You can pair this shirt with jeans or khaki pants and nice shoes or sneaker to complete your look. The George - Men's Short-Sleeve Oxford Shirt is available in two color options, including Ox Blue and White. Its available in a wide selection of sizes, too. 

Walmart is your school uniform destination. It's easy to see why Walmart is the nation's leading supplier for school uniforms. A large selection of styles and sizes, along with quality features at unbeatable prices make it simple to meet your schoolwear needs. Walmart.com carries school uniforms year-round.",3,0.471
998,"iphone 4 case","GUT iPhone 4 Wave Case","This iPhone case offers precise engineering with exceptional performance. This lightweight case has a unique wave design with a durable protective coating and hard case design providing extra protection with a rigged gripping surface.",4,0
